48,54,29,47,18,10,10,8,66,67,100,78
49,56,26,48,28,14,11,6,85,87,100,66
48,56,27,47,27,10,10,6,71,95,103,72
49,59,28,29,26,15,10,7,82,122,82,79
47,59,35,41,22,14,10,8,121,81,93,80
50,60,36,29,18,14,12,7,121,108,113,67
49,54,33,34,29,12,10,11,74,121,107,80
48,48,37,42,19,12,10,5,77,107,91,80
50,56,23,39,27,10,10,8,75,98,112,75
49,51,32,45,16,10,10,5,108,87,114,68
47,57,36,42,19,10,10,8,127,82,116,77
48,57,35,42,16,10,10,10,99,118,82,74
49,51,35,29,23,10,13,11,77,131,93,77
49,59,27,44,16,13,10,6,89,121,85,79
49,58,22,41,19,14,13,13,105,80,113,74
50,47,30,44,16,10,10,12,92,127,111,79
44,54,33,32,16,11,10,6,83,121,96,79
47,46,21,40,15,13,14,6,105,88,115,79
48,55,25,38,26,10,10,6,80,97,111,73
49,53,26,35,18,11,10,10,141,123,95,79
50,55,27,34,20,10,10,10,97,135,92,78
48,49,22,39,16,10,10,8,148,106,115,73
47,54,20,27,23,10,10,6,103,113,118,79
49,51,26,32,25,10,12,9,94,110,118,80
46,53,28,39,21,11,13,14,117,125,119,76
49,52,33,41,15,10,13,10,93,125,118,79
43,57,31,39,15,10,14,11,152,91,113,75
50,56,18,28,15,11,10,12,93,137,102,79
48,53,30,25,16,10,11,6,141,117,119,79
47,53,24,24,16,10,14,7,155,124,118,79
49,49,22,29,20,10,14,8,94,141,111,79
43,40,18,30,15,10,14,13,152,130,108,78
46,46,29,39,19,10,10,14,114,126,120,77
